Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,IP
80,149973,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,77527.28825,46.67506818,24995.5,59231.77725,145867,47,3844,1922.0,2530.028063,3711,133,149926,49975.33333,83065.03431,145867,188,0,0,0,0,72,92,20.00360065,26.67146753,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.250.242
80,102977449,9,6,62,11601,20,0,6.888888889,5.30199124,4380,0,1933.5,1757.789948,113.2578066,0.14566296,7355532.071,24200000.0,90800000,16,102000000,12700000.0,31800000.0,90800000,61,1334508,266901.6,583616.5375,1310749,16,0,0,0,0,192,132,0.087397776,0.058265184,0,4380,729.3125,1399.285566,1958000.096,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1267.0,0.0,1267,1267,50800000.0,56500000.0,90800000,10900000,DDoS,192.168.6.23
80,2621995,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,9.153335533,1.525555922,873998.3333,1512926.258,2620975,4,2621995,873998.3333,1512926.258,2620975,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.525555922,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.59.91
80,11902830,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.520409012,0.420068169,2975707.5,5949427.055,11900000,4,11900000,2975707.5,5949427.055,11900000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.420068169,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2982.0,0.0,2982,2982,11900000.0,0.0,11900000,11900000,DDoS,10.40.40.201
80,1358162,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,8560.834422,6.626602717,169770.25,475184.8901,1345754,50,11569,5784.5,7831.207602,11322,247,1358061,271612.2,600483.4673,1345754,50,0,0,0,0,72,132,2.208867572,4.417735145,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.150.30
80,7776822,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.086093523,0.51434892,2592274.0,4489086.875,7775825,2,7776822,2592274.0,4489086.875,7775825,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.51434892,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,997.0,0.0,997,997,7775825.0,0.0,7775825,7775825,DDoS,192.168.148.1
80,100245251,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,116.4045168,0.129681954,8353770.917,27200000.0,94600000,1,100000000,12500000.0,33200000.0,94600000,1,125853,41951.0,71840.94603,124904,4,0,0,0,0,192,92,0.089779814,0.03990214,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,1073.0,0.0,1073,1073,50100000.0,63000000.0,94600000,5510799,DDoS,192.168.57.56
80,2156956,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.12679165,1.854465274,718985.3333,1244484.371,2155992,2,2156956,718985.3333,1244484.371,2155992,2,0,0.0,0.0,0,0,0,0,0,0,80,0,1.854465274,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.174.40.142
80,8125181,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.953780353,0.492296725,2708393.667,4690218.098,8124191,4,8125181,2708393.667,4690218.098,8124191,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.492296725,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,990.0,0.0,990,990,8124191.0,0.0,8124191,8124191,DDoS,172.24.2.70
80,247671,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,46945.34281,32.30091533,35381.57143,91997.99127,243998,20,3246,1623.0,2128.391411,3128,118,247651,61912.75,121398.8918,243998,187,0,0,0,0,72,112,12.11284325,20.18807208,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.31.213.210
80,136681,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,85066.68813,65.84675266,17085.125,42365.9632,121136,11,15151,7575.5,10530.94129,15022,129,136670,27334.0,52847.9402,121136,18,0,0,0,0,72,132,21.94891755,43.89783511,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.252.86.232
80,500630,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,23224.73683,17.97734854,62578.75,172058.7335,488295,63,11803,5901.5,7742.112147,11376,427,500477,100095.4,217068.1231,488295,63,0,0,0,0,72,132,5.992449514,11.98489903,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.239.95.9
80,447795,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,25978.4053,17.86531784,63970.71429,168775.329,446717,4,753,376.5,316.0767312,600,153,447722,111930.5,223191.2918,446717,4,0,0,0,0,72,112,6.699494188,11.16582365,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.230.229
80,97913940,8,5,56,11607,20,0,7.0,5.656854249,7215,0,2321.4,3327.769794,119.1148063,0.132769655,8159495.0,26200000.0,91100000,1,97200000,13900000.0,34100000.0,91100000,1,697096,174274.0,347776.779,695939,183,0,0,0,0,172,112,0.081704403,0.051065252,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,1041.0,0.0,1041,1041,48600000.0,60200000.0,91100000,6068820,DDoS,172.29.186.229
80,54383,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,213798.4297,128.7166946,9063.833333,16708.18175,41878,46,11889,5944.5,8074.452334,11654,235,54330,18110.0,21346.63215,41878,570,0,0,0,0,72,92,55.16429767,73.55239689,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.252.48.16
80,235613,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,49373.33679,33.95398386,33659.0,88714.76452,234845,4,552,276.0,254.5584412,456,96,235530,58882.5,117308.5503,234845,4,0,0,0,0,72,112,12.73274395,21.22123991,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.172.215
80,210075,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,55346.89992,42.8418422,26259.375,68389.18562,195122,15,14062,7031.0,9302.696813,13609,453,209987,41997.4,85808.72835,195122,15,0,0,0,0,72,132,14.28061407,28.56122813,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.84.163.108
80,1801705,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1548.670905,6453.331705,5.55029819,200189.4444,596530.6622,1790914,49,10263,5131.5,7054.804356,10120,143,1801580,300263.3333,730277.8089,1790914,50,0,0,0,0,72,152,1.665089457,3.885208733,0,4380,1057.0,1460.382073,2132715.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.23.141.187
80,82462,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,141071.0388,109.1411802,10307.75,28789.47109,81556,2,719,359.5,484.3681451,702,17,82419,16483.8,36377.83085,81556,2,0,0,0,0,72,132,36.38039339,72.76078679,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.108.220.254
80,36012,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,833.0556481,138.842608,9003.0,16688.54831,34026,1,36012,9003.0,16688.54831,34026,1,0,0.0,0.0,0,0,0,0,0,0,100,0,138.842608,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.59.15.25
80,595996,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,50.33590829,8.389318049,148999.0,295337.976,592002,4,595996,148999.0,295337.976,592002,4,0,0.0,0.0,0,0,0,0,0,0,100,0,8.389318049,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.173.141.152
80,39667,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,293115.1839,176.4691053,6611.166667,11036.40971,27431,59,11988,5994.0,7141.77849,11044,944,39478,13159.33333,13667.54339,27431,189,0,0,0,0,72,92,75.62961656,100.8394887,0,10135,1453.375,3544.652026,12600000.0,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.30.130.200
80,1769992,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,16.94922915,2.824871525,442498.0,883655.1727,1767980,1,1769992,442498.0,883655.1727,1767980,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.824871525,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.217.51.137
80,7916792,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.031530953,0.505255159,2638930.667,4570413.85,7916390,165,7916792,2638930.667,4570413.85,7916390,165,0,0.0,0.0,0,0,0,0,0,0,80,0,0.505255159,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,402.0,0.0,402,402,7916390.0,0.0,7916390,7916390,DDoS,172.27.147.174
80,827987,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,14042.49101,9.661987447,118283.8571,308919.4152,818813,53,8763,4381.5,5694.330909,8408,355,827934,206983.5,407906.5458,818813,158,0,0,0,0,72,112,3.623245292,6.038742154,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.251.181.236
80,83931292,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,138.9588999,0.166803104,6456253.231,20700000.0,74700000,1,83900000,12000000.0,27900000.0,74700000,1,26378,5275.6,11383.02004,25632,10,0,0,0,0,172,132,0.095316059,0.071487044,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1002.0,0.0,1002,1002,42000000.0,46400000.0,74700000,9169801,DDoS,10.148.151.20
80,576921,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,20163.93926,13.86671659,82417.28571,217539.8984,575751,3,966,483.0,523.2590181,853,113,576876,144219.0,287688.3141,575751,3,0,0,0,0,72,112,5.20001872,8.666697867,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.55.237
80,824160,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,14114.97767,10.92020967,103020.0,290967.2399,823127,3,869,434.5,400.9295449,718,151,824080,164816.0,368007.2264,823127,3,0,0,0,0,72,132,3.640069889,7.280139779,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,10.147.144.166
80,8339772,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.597220643,0.599536774,2084943.0,4169246.024,8338812,1,8339772,2084943.0,4169246.024,8338812,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.599536774,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,960.0,0.0,960,960,8338812.0,0.0,8338812,8338812,DDoS,192.168.74.41
80,99228510,9,5,62,11607,20,0,6.888888889,5.30199124,7215,0,2321.4,3327.769794,117.597251,0.141088484,7632962.308,24900000.0,90100000,1,99200000,12400000.0,31500000.0,90100000,1,39762,9940.5,19061.03317,38527,144,0,0,0,0,192,112,0.090699739,0.050388744,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1970.0,0.0,1970,1970,49600000.0,57300000.0,90100000,9107761,DDoS,192.168.28.105
80,1227340,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9478.221194,5.703391073,204556.6667,500545.6351,1226291,4,964,482.0,613.7686861,916,48,1227197,409065.6667,707738.0417,1226291,4,0,0,0,0,72,92,2.44431046,3.259080613,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.26.155.251
80,72680325,8,4,56,11601,20,0,7.0,5.656854249,7215,0,2900.25,3540.00286,160.387285,0.165106581,6607302.273,20000000.0,66800000,1,72600000,10400000.0,25000000.0,66800000,1,60318,20106.0,19494.90464,39108,153,0,0,0,0,172,92,0.110071054,0.055035527,0,7215,897.1538462,2250.514898,5064817.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,5.0,0.0,5,5,36300000.0,43100000.0,66800000,5810947,DDoS,192.168.177.56
80,1108751,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1548.670905,10486.57453,9.019157593,123194.5556,364847.2613,1096068,4,12141,6070.5,7843.935524,11617,524,1108747,184791.1667,446458.7842,1096068,49,0,0,0,0,72,152,2.705747278,6.313410315,0,4380,1057.0,1460.382073,2132715.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.16.197.53
80,8359231,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2436.833027,1394.506265,1.555166976,696602.5833,2314886.849,8043757,0,8103713,1157673.286,3036508.693,8043757,0,280338,70084.5,123822.1534,254990,190,0,0,0,0,172,112,0.957025832,0.598141145,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,34967.0,0.0,34967,34967,8043757.0,0.0,8043757,8043757,DDoS,10.188.169.47
80,1731805,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6717.268977,4.619457733,247400.7143,653079.8381,1728445,6,2975,1487.5,1850.498446,2796,179,1731694,432923.5,863681.9244,1728445,185,0,0,0,0,72,112,1.73229665,2.887161083,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,192.168.192.246
80,4197909,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.146415037,1.191069173,1049477.25,2096946.309,4194896,1,4197909,1049477.25,2096946.309,4194896,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.191069173,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.19.81.206
80,1569049,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,15.29588942,2.549314903,523016.3333,905889.1305,1569047,1,1569049,523016.3333,905889.1305,1569047,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.549314903,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.25.88.24
80,3050947,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.866410003,1.311068334,1016982.333,1760593.922,3049941,0,3050947,1016982.333,1760593.922,3049941,0,0,0.0,0.0,0,0,0,0,0,0,80,0,1.311068334,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,172.22.161.155
